R,G,B,class
0.23140231164130268,0.2760356344755735,0.27892344441092215,1
0.09173793283639746,0.06816393371049352,0.07006906508926768,0
0.09311651990697851,0.10890975956326737,0.13617957573723224,0
0.1056154443830248,0.11533302756544428,0.14027051052302875,1
0.2747353596306064,0.24836773142133717,0.24866410841869757,1
-0.028598299356652288,-0.00732963004434968,-0.010124451631580374,0
0.16000539927912968,0.1767200706804099,0.1861988739747569,2
0.17890172526170284,0.22100870481418175,0.19948195431810356,2
0.15719345827262377,0.20249370149404136,0.23100411218716332,2
0.15579568911984937,0.16273997069126017,0.2195350109648696,2
0.09407825318624245,0.09958238058636161,0.12141211898779605,2
0.060010008884819936,0.019482737586282925,0.0690633476455612,2
0.08005833765136702,0.09047494701677353,0.043046089652180514,0
-0.1526604363910942,-0.15966471987576222,-0.11848217926268167,0
-0.1554539057456394,-0.13704869302064193,-0.15683705402245982,1
0.0655004328886023,0.07461582901605818,0.03955208505045627,0
-0.04813766859908867,-0.04652949246205402,-0.0027191703426043805,1
0.058435603983597366,0.10656317211533951,0.03432066051814013,2
-0.012834665244033747,-0.05499515328058337,-0.014865067101871333,1
-0.005149007815072795,0.013565666095977019,0.0030006119412404222,2
-0.10526154614195331,-0.05655791543657406,-0.07650697133524458,2
0.027259819252200425,0.018873800280701382,0.05335098619658939,2
0.14261116089155493,0.07177398016175665,0.05864609836788881,0
-0.03392278050018234,-0.005356994791650207,-0.06552871848235334,1
-0.21175009675118334,-0.17680728736629012,-0.17932334834633107,0
0.20286016949657878,0.21449352147716735,0.24902193995498698,1
0.09985960265665242,0.10011304069025005,0.08091748589743095,2
0.17253569758053475,0.10923149422228791,0.16268808018464462,2
0.04338434726373733,0.04432986777427395,0.11184040747537816,0
0.19092680991844557,0.13894936486305143,0.1763505495439847,2
0.19153684342520066,0.19272926249230077,0.2141924559026155,1
-0.01039916019553189,-0.042606261595520105,0.006401504603892209,0
0.24674134366981043,0.24728063090860428,0.3256826024662324,1
-0.06992576114675043,-0.08988017276055278,-0.10028121953724346,1
0.0054924071757847396,-0.016676545189329258,0.03772640680675366,1
0.0775631363357248,0.06135907162011053,0.1555038760574251,0
-0.02665658404085351,-0.10100691338348917,0.018138835806041465,0
0.2756484255502617,0.2160547759444039,0.2693101344466665,2
0.015258742086774506,0.036963306050883805,0.059603690998887106,1
-0.10130091092123102,-0.06379483671228255,-0.10142647371649767,2
0.1527628370184222,0.16171919589818998,0.1609354926172457,1
0.2617213941091101,0.2696039951920061,0.25459189699212575,0
0.08406584002161653,0.06450083068798565,0.1297345014095825,1
0.16243328276426014,0.21156213804994536,0.1851648992035243,0
-0.002608514149342952,0.018841526035250064,0.06430937557298291,1
0.03518392703495515,0.04989607960184278,0.07290348310199232,1
0.06060781980470459,0.08318042503233665,0.04320721226227984,2
0.09858273477056903,0.11482128484128998,0.12927098057563527,2
0.10184374679669364,0.06538392841254974,0.11523511952618691,2
0.2190789776755203,0.16621262420179111,0.2701772774617805,1
0.26730839674201207,0.2962318437628542,0.33939763458594296,2
0.09118226895415726,0.08707178276937372,0.16696232008095022,0
0.06767994524938589,0.0800852943831853,0.1325544127730131,0
-0.10556923772479353,-0.07668133099750697,-0.02651666011715503,0
0.04745345336530077,0.06008947526617055,0.10210221095804026,1
0.20526607167021593,0.20612852045476743,0.28793157465271435,1
0.22408689487207661,0.2666850943178552,0.3233988370489032,2
0.03973666830152063,0.04637280081477624,0.07044407227917993,2
0.08157891395088815,0.08162146360971803,0.21299734582711627,1
0.030606237590661892,0.016751176073779076,0.026859997695562448,2
0.13752138310416936,0.17098803120539985,0.11421324140547143,2
0.051447550930899234,0.13242764086654527,0.12604847258612448,1
0.19773904285698526,0.2159742476498448,0.2713354009654655,0
0.08957798973482939,0.08355912349621669,0.0713156147140453,2
0.12674009079292214,0.12973231136589947,0.09396154409205494,1
0.05150374033400924,0.11500637692386682,0.014365591595524883,0
0.12634887510921763,0.13630357084684233,0.24371884860878745,1
0.2456975302596298,0.25574188259801495,0.29330931850319186,1
0.13469950828143423,0.1222099322551271,0.18620385120182037,0
0.2919219631348209,0.3111852339292332,0.3428113868853716,1
0.031909770465412365,0.028898820682112438,0.025103065716469915,0
0.009179733530973013,-0.007206408214699833,-0.05879393620071763,2
0.19010320285714094,0.1711694649045264,0.26007653964941946,1
-0.07060607142966291,-0.08506833619047255,0.011589638017392555,0
0.002760845703167312,0.038267629874309116,0.04235784041312334,0
0.1376596709021423,0.11643292622283567,0.16416066816350472,1
0.17595606039373038,0.0984215279404412,0.06057094355706305,2
-0.13327786741292025,-0.10526426497308522,-0.07188521591783686,1
-0.028777595863869763,-0.038137822424973274,-0.005207691785953444,0
0.031093977763931236,-0.01792530820795954,0.03468185890389694,1
0.08193626073054772,0.06754309640912225,0.023324668457414075,1
0.18847364232943464,0.2237586011491385,0.18574564265413915,1
0.3137450986041692,0.294615443717821,0.40215604137799005,2
0.05430754801391773,0.07915461669788987,0.0730047998158135,1
-0.22607746317617977,-0.25974957048791697,-0.20097433462206868,0
-0.07038915426839781,-0.14310044879868447,-0.016192569991948808,0
-0.06985362526860354,-0.13036278798295442,-0.06670273497201276,0
-0.17281980501160413,-0.20533901980081426,-0.17380995585009457,1
0.22007730640507814,0.15576070563398,0.16888562626938067,1
0.01564009961916993,0.046956875986697774,-0.028364419976043883,0
0.03814773815845983,0.018938153314578474,0.015325987967187971,0
0.16337302830237632,0.1236618919208766,0.20031905736601943,1
0.043063339027741336,0.04151519221377929,0.08002082426679258,1
0.15001307086428137,0.11785463772205794,0.15076243980900791,2
0.08128569384306518,0.03732063009720016,0.027864628563098102,0
0.10422120967656698,0.12177073841164174,0.1134130751548721,1
-0.12510880526150253,-0.11725145700218224,-0.15909908357363017,2
-0.03361831091972241,0.015785830032830326,0.013958371174720426,0
-0.1955987558689254,-0.17385439727814134,-0.13271786977640299,0
-0.06362338639301944,-0.03981507234191479,0.016827567864986227,0
0.07424528979782034,0.07266587154557622,-0.05802955358256231,2
0.14351720693304487,0.1395192908532152,0.13466658612152577,0
-0.06825416614694546,-0.0542874880570447,-0.10528182368907245,0
0.1353001403287176,0.09939337173568083,0.089556413858346,1
0.047554464915068075,0.008319512764252903,0.11422509263542273,1
-0.028427575815307766,0.005953546467320649,-0.015670845733303213,1
0.25354955481285785,0.2663220819953684,0.20467684648481593,1
-0.33605324491240135,-0.3443894881687403,-0.31436189895635214,2
-0.08794486653360195,-0.11412215588839619,-0.048574853340063485,1
-0.13754781663263918,-0.15322354743796845,-0.113462260935467,1
-0.11544355961523449,-0.10019696654723291,-0.08532940183437428,0
0.00142426104959572,-0.0896853477762035,0.009858559602780342,0
0.020629216971834913,-0.06477654079006835,-0.12221823847150734,2
-0.02305803621202124,-0.0375740079469487,2.7691544889707807e-05,1
0.010070972078109792,0.012150900472031293,0.12018651228913683,1
0.01686016355762801,-0.023454895012031466,-0.01323904695118453,0
0.1632220097884593,0.15618886998052658,0.17688374843895494,2
0.11918694956857916,0.12860206824364143,0.09676588873187839,2
-0.09451872748558644,-0.05180747201358874,-0.11625026417342743,2
0.005060697527930484,0.044550871509876654,0.02634649480316475,2
0.10720532024439995,0.08460059671157663,0.08913677854202579,2
-0.13550405804048163,-0.07593933722750512,-0.1502149810242925,0
0.178376981588036,0.18507841758289836,0.2704387685091411,1
0.19898974670835334,0.20940140353682118,0.2630769052806529,2
-0.06446440700879151,-0.04050249889622608,0.03258474428959888,1
-0.01839883868969665,-0.039903591205716245,0.07349542692810895,0
0.1981680033150248,0.1765992639368378,0.1450966301175586,2
-0.031600347821937894,-0.009989436899123013,-0.02254389266131091,0
-0.04538791903159286,-0.06852921642810784,0.031731960827332935,1
-0.026164335934300228,0.0040545994667321615,0.003000897782707047,0
-0.09000490547691418,-0.0825904984917311,-0.16343008020498342,2
-0.02213610715338914,-0.0034123442177763866,-0.007085882570119543,2
0.21299526093531088,0.24394274072672437,0.1943009659390959,1
0.23507515580538282,0.24263070922234697,0.2975362181754039,2
-0.32212616128854643,-0.37136233641000704,-0.3035262218671758,1
-0.06051823552886431,-0.06307970636519337,0.07219362182058274,0
0.028619973435114535,0.0224830086503766,0.07980073702737256,2
0.05881859446187328,-0.018780354226240137,0.06527723032463414,0
0.2260588652533483,0.21291464632070828,0.2502762551808695,2
-0.16232088057637217,-0.21813199571755645,-0.20103355825694103,2
-0.08027010885998212,-0.08755075387637659,-0.04203891137983065,0
-0.08713847370747482,-0.044690457139650974,-0.03700804310853548,1
0.1357306627268877,0.1492856996803947,0.1092427894640031,0
0.22742840962054292,0.2254464221447852,0.21075534756042574,2
-0.10725152533324396,-0.09923173291791013,-0.11889899547171366,2
0.2695509167351958,0.2251337109262064,0.2941838103275876,2
0.3244805865225525,0.23019212444774295,0.30952551311837756,2
0.07947685218340209,0.06296054542252792,0.10369094310611814,2
0.000823598065423904,0.006969534946885248,0.030984942382318463,1
0.09372306723641777,0.07744999211873238,0.12899596188878729,0
0.2010396398432041,0.0771010879797005,-0.03789072879515036,2
-0.03446164211105124,-0.13986493166527222,-0.2112752997606271,2
0.343313941959718,0.2792022242132947,0.20100833661425674,1
-0.25449538448881376,-0.3020866339156587,-0.2694363507721938,0
-0.129777190666949,-0.11348804962929693,-0.19013715427625094,0
-0.0595094898271544,-0.019128344865875592,-0.0721861328214551,1
0.16825202309845635,0.2005217031452109,0.07177486240179898,0
0.010368972214741078,0.01842986207546206,-0.038872400256973465,1
-0.15010067249167575,-0.14413602960446337,-0.19019075461776108,0
-0.05841713028896695,-0.08235246367970889,-0.11380630103856669,1
0.05645583228817814,0.10207401240248842,-0.04417182098451178,1
0.021813630898763255,0.010321796464117867,-0.10391297500562544,1
0.05606786311408778,0.10163121738248682,0.060349406621479,1
0.15041684673831035,0.11160348631630292,0.0741985952655416,1
0.15276627231760231,0.19771821154037791,0.20374790458917447,2
-0.04476087713178823,-0.00533823187063879,0.00803782072634434,2
0.022598476927585556,0.016127422172205984,-0.04384002763488873,2
0.03329817580480797,0.047143183716629324,0.015229544811398146,2
-0.11381071455908723,-0.10566358119747755,-0.1784840894056868,0
0.04987078094183166,0.04100355532245345,-0.048352795164158066,2
0.0019007066494633317,-0.011164535978589447,-0.015044789784775456,2
0.04072879334630338,0.061386223938041495,0.027034041631637147,1
-0.0785073684754915,-0.043494471999150276,-0.026229255597753017,0
0.10959033750241409,0.09556026400607673,-0.024936213251570385,1
0.005493377680883236,0.008369149314273544,-0.10411971299201288,1
0.035048998312142164,0.04786168469628928,-0.0026649077887056184,1
0.14159180588715795,0.13886855530106526,-0.011144088118262674,2
0.1586725736438658,0.10798123476560038,0.05532232154606469,2
-0.10307157916292475,-0.03461174469329971,-0.10268870787566221,1
0.11449854687813601,0.16854129157753997,0.2065936502531299,0
-0.08777740161571351,-0.05172099629544706,-0.18035344315649607,0
-0.0378750081555644,-0.03858100845437094,-0.0969297428177263,0
-0.18330359907200597,-0.17276756115679007,-0.17276997239503786,0
0.005990070169642249,0.018989927497045308,0.02257993952794064,2
-0.10380054049835116,-0.08578054393063178,-0.1173696323846692,2
-0.1563327202433974,-0.09835745793279316,-0.17543551567019205,1
0.06110402214878587,0.1167312889888355,0.0627833725429128,1
0.11520494105804079,0.12953350868806138,0.10742370027254061,2
0.08067191576142926,0.07179505710326174,0.05231885742451237,1
0.14523909953602057,0.15039110831901112,0.17642266477375665,2
-0.039315151806659544,-0.05306280515328206,-0.05723364533423788,1
-0.07551430400805113,-0.05305737764538749,-0.08910755267456828,1
0.28403854416270286,0.180235998376415,0.18384060671287106,2
0.11528247616868094,0.15768074578470498,0.13845276991980204,2
0.29993192702617827,0.2730531881387681,0.277631612910126,1
-0.03704732907291559,-0.05497386743842307,-0.07490875486263529,0
0.0825463638453017,0.05730576677267772,0.016729466338740145,0
-0.02599633167089965,0.011571822325823582,0.02324093717384092,1
0.2605270923053682,0.2197956451199915,0.1827113555357071,1
0.04002620412412182,0.07676773459231746,0.06727532330826916,0
0.14159630729760384,0.10375944882242241,0.1256687878183059,2
-0.04170822998777043,0.009787680107947009,-0.02216642892734194,2
0.33798304178457816,0.34039265472255825,0.374687037001235,2
0.1150966897172871,0.100083104301515,0.1876311872584426,2
-0.1370210458473149,-0.09360291620503246,-0.14095573944386752,2
0.001261986912937445,0.004477147045776407,-0.00824585875410075,2
-0.1481217464356006,-0.1404306254864343,-0.16755234575434744,0
-0.27324317268591264,-0.27584578787193337,-0.17377420573470603,0
-0.15298469272082219,-0.19835161457815847,-0.14652675043094038,1
-0.07436515524521556,-0.07182927814328235,-0.13053669460965117,0
-0.14685481972723496,-0.10512800320413447,-0.10677145136034359,1
0.024789676257063322,0.06309924268136292,-0.007390196165633271,2
-0.2072217855626482,-0.2211990800950829,-0.18952122315093617,1
-0.19021409604779926,-0.1807245009214365,-0.1607531417990781,2
-0.06576290779364005,-0.08241044071472017,-0.003861894596607246,2
-0.10251533987319696,-0.09721155784467823,-0.08124550429400168,2
-0.18242748745191353,-0.22882492347659542,-0.2540426829604149,0
-0.03184162125998159,-0.07844310463664612,-0.0587573032839474,1
-0.12556475806148917,-0.12850652545969207,-0.1577049778402085,0
0.012734294695501637,0.014682136648794981,0.03145498423222374,1
0.28559588196533453,0.19244151351951697,0.2553059732938055,2
0.27113448193725403,0.17169234963259042,0.2105161728589921,2
0.14324450590282128,0.13557099886823495,0.1351005649559564,0
0.3756879364202357,0.30374060285601123,0.29813026500188555,2
0.1083582739649589,0.11233299295667909,0.06777818793179667,1
-0.20231501642953825,-0.21397812212836473,-0.1741315365195054,0
0.08289937321729733,0.0894931482615115,0.19865540602480017,1
0.019439917998407802,-0.024195253903194932,-0.03464949457062917,1
0.08654651078396695,0.10523739664498927,0.12233962176574624,1
-0.19494611117801644,-0.20388234552091697,-0.1589620669643275,0
-0.10863476020539041,-0.10020957905538953,-0.10865496189138273,0
0.37134149276207445,0.3447729753824992,0.3479148140141764,2
-0.02759844409665516,0.002482651116571571,-0.027570393359625,1
0.07934137293306912,0.09274582490091068,0.09186708545386148,2
0.03700043014048418,0.06097422531768788,0.009166200460065691,1
0.1179146255845716,0.10784877020226068,0.10556825075484545,0
0.016547036773502662,-0.010635202122128535,0.0019369039785169246,1
-0.06555705970195161,-0.023460714292081276,-0.035386091883843805,0
0.07724986111044513,0.07480635671084536,0.08622466610169512,1
-0.07810833750012955,-0.03273089834811295,-0.02283495343492186,1
-0.05919357434345315,-0.0469647958526254,0.008101269403197817,2
0.02052088251148951,0.05370469322906436,0.04466628084172601,2
0.33160989274852365,0.27712235456219286,0.2808621190044354,2
0.06790785469710715,0.11075428083998279,0.09187066665659065,1
0.09137690093286564,0.08184625063057782,0.12477691400439418,2
0.1158955181946498,0.10825579658657217,0.1431287146212663,0
-0.10915698652953858,-0.08329552208973216,-0.04662645000362411,0
-0.15813335915483082,-0.13468594985773472,-0.05041309869793578,0
-0.033898238415706515,-0.004957962122962535,0.028944139984511646,1
0.048770133206237985,0.07888487932837981,0.13672146924591164,1
0.13999844832126995,0.14389736614098378,0.1727382826287588,2
-0.041976399975227396,-0.015942552571852626,-0.01212419507965529,2
-0.058732109559060525,-0.03179516881379149,-0.05289585164446633,1
0.3006490468948354,0.20895595411506665,0.2480384927573372,2
0.3128431895328524,0.31009219533671684,0.32737294195774885,2
0.03951199343593855,0.10146536208502734,0.08879713563163079,1
0.1183014048998428,0.12437674595847298,0.15553004007224003,0
0.025739060126850954,0.007722526940701779,0.05421007843724608,2
0.032331872066199696,0.05964918686334147,-0.0009432365314505876,1
-0.04912061535863982,-0.006969120525240005,-0.04316645652773519,0
0.08273659067201525,0.10436620273001031,0.07193245514259959,1
0.1221073633195945,0.09851618062708634,0.1480262904623975,1
-0.2490548346628379,-0.2231637146719816,-0.20629719557474002,0
0.055670242562649984,0.056015667453473694,0.08132080386399435,1
-0.22434004985311645,-0.23205584088645279,-0.21007924909187983,0
0.2760593019060959,0.16274474556337892,0.11623928794743861,2
0.10451839417890854,0.0239157515534355,0.06384517326269161,1
-0.18422819261674347,-0.20657196557882673,-0.18285657257977214,0
-0.3114678321130556,-0.31283844553496315,-0.24199094240250066,0
-0.13712962640501658,-0.14386783605942136,-0.1606579545863741,1
-0.27770292092736115,-0.33164371426558353,-0.28746366008074026,2
-0.250758769520297,-0.2114638226365788,-0.16109242203488938,1
-0.11882800796241441,-0.09925713489434039,-0.11021923304739188,0
0.02385728027997739,-0.04417046698711918,0.03416938023035751,1
-0.06187557939365393,-0.09350259221360757,-0.1504353098982986,1
0.06417393067878105,0.06899164654158564,-0.048632728720757065,1
0.05051783910161571,0.04311267964632272,0.1265352592674344,2
-0.1811568525101926,-0.17647110871911023,-0.16369527071126236,1
-0.33836403190219716,-0.3592404861223287,-0.2724557438465276,0
-0.3251749879132135,-0.4011322086308013,-0.2572908286022114,0
-0.28733493038486185,-0.2999971044923159,-0.310697122173119,0
-0.03472661628066295,-0.06897335323675415,-0.06830194281453902,1
0.0793362581894923,-0.0035079951654255286,-0.058245684807263914,1
-0.12224596356886874,-0.12540116287361133,-0.12306027609853902,0
-0.23971157092589995,-0.260937405070449,-0.2541289237917604,0
0.08811659020500058,0.009620235411162107,0.0923309655104698,1
-0.20397089455820105,-0.20021701552780058,-0.15862392552893637,1
0.09473291362043428,0.05877875380058918,0.11840487590175205,2
-0.12951521821416287,-0.18015173823008887,-0.2047993763796491,0
0.06547022497392936,0.033575630580954,0.010028139200687096,1
-0.24575269418680132,-0.23587011342361827,-0.19576029686741914,2
-0.35716707943890275,-0.33890656858876267,-0.26416253829992237,0
-0.10636342669391328,-0.06855540309298735,-0.1348106152587871,0
-0.296970960053737,-0.2912003305099518,-0.23380278520946227,0
0.03455955260312455,0.0015055633523514893,-0.020171631416321906,2
-0.1446133058352081,-0.15366377777575907,-0.14006413476857074,0
-0.22849810304980445,-0.23492526453189538,-0.22741591085458832,0
-0.17395908490703954,-0.1879547382342827,-0.0912364827691864,1
0.040511694011493585,0.01302017509436347,0.061316779551538594,1
-0.14413153610866664,-0.15323807647377002,-0.16761250820083048,1
0.19511583047450679,0.1899504795158539,0.21376756753947623,1
-0.3835497634084658,-0.3745930459680031,-0.32485737091714956,2
-0.3012358497876346,-0.3533338256266565,-0.22808436264908769,1
-0.27785299074109504,-0.32402562900247023,-0.2879012705605118,1
-0.3023700603198085,-0.2974945354731043,-0.2421444615405078,0
-0.19803794119576282,-0.2656087100413448,-0.22169831686700397,0
0.053360536313913326,-0.0345400893849451,-0.14929659688977664,2
-0.052909312206047485,-0.05664424375151509,0.01216866842355025,1
-0.24006931997829212,-0.2530364621227821,-0.18702831776581139,1
-0.1249716713535569,-0.18649136912220549,-0.18696774877192113,0
0.26932349519575066,0.14735103648380604,0.23829754049219476,2
0.05687766002295644,0.04871205528717187,0.04154388261798187,2
-0.15127244879287535,-0.13324553617219637,-0.12271338337109576,2
0.26106719912599535,0.16505224160618112,0.2611127880128079,2
0.15627985980984432,0.015599049392241809,0.017493382613279627,2
-0.09943367402104146,-0.059201008045999176,-0.07256810465506312,0
-0.010949409656384952,-0.020808264344407728,0.08053688091384319,1
0.06973565843295901,0.054101524384229306,0.18979197102723477,2
-0.2895212893958722,-0.2853585414383268,-0.22047203682072178,1
-0.20281275695198356,-0.19468954004098504,-0.1526917627013864,0
0.034404383234707805,0.0037805105564174797,-0.03755572738450218,2
-0.17660889882029063,-0.1497426904530545,-0.10834778976985111,0
-0.1332962381472603,-0.1367569301233109,-0.05303788501091447,1
-0.05122705823680383,-0.042579361083445115,-0.009981728882771651,0
-0.07329745380483531,-0.12278915060091806,-0.14804584527295309,2
-0.038527816290154816,-0.03268724726428635,0.014127895096455258,2
-0.028371837885764892,-0.04048515651873897,-0.045684100283617114,1
-0.022331171316701162,-0.021635719934985264,0.04794914558755976,2
-0.2045602770396642,-0.2913103466908808,-0.14652645568128633,1
-0.19728619158060945,-0.2793072759237114,-0.18660065472496914,0
-0.0848952079675504,-0.12612209314573763,-0.06307908428397482,2
-0.3557734306696565,-0.423279570536767,-0.3316289028128118,0
0.12039663595146317,0.013843270372406258,0.021728324708522956,2
-0.05263860250505615,-0.1265040225619237,-0.08235683152979241,2
-0.15483124421104558,-0.16805064242749565,-0.11285260017198434,0
-0.0024384734559449294,0.003696454500908131,0.05917391348838833,1
-0.0012497073051921505,-0.0170465215026217,-0.031581643517374615,0
-0.21409048223622407,-0.2047565922839463,-0.22697576933604208,2
0.10887803391090758,0.08210129439900501,0.11505159961700664,2
-0.27988015765636254,-0.35013900531563724,-0.2723714510130846,2
0.06307549390569059,-0.03930547878693851,-0.03486537046440643,2
0.07394397074807393,-0.021844146344695947,0.018955854899818898,2
-0.09694055535436234,-0.08384218058953055,-0.049212352412202516,1
-0.284508955399396,-0.3859492326398761,-0.28113652414262413,0
0.2912515123077852,0.24790670741171122,0.133232503449097,2
0.31646825577286547,0.13096282680265178,-0.03680259090766202,2
0.11060964982881445,0.15301826145566863,0.12403921385756655,1
0.0248839739429469,-0.010271897090827901,-0.06662800285080911,0
0.0011965498029636202,0.0365302924632038,-0.09825217605829506,0
0.3195176303159174,0.2767277363619378,0.220689564846469,1
0.017425594085080032,0.06389185143065232,-0.020845388481889566,0
0.15613949048110903,0.10965766013992849,-0.005013298209048165,1
-0.24678894157091627,-0.22385848058993268,-0.26254548112209336,0
-0.0552995629232884,-0.07967120689421853,-0.0910419373076841,1
-0.12019818560398725,-0.06726042535711342,-0.08236668899602795,1
-0.07206868886651419,-0.04239836644753963,-0.0981872828074854,1
0.03274413657512582,0.03217813096323817,-0.043763741146317835,1
-0.023886573141039417,0.027915400110262095,-0.02393508374713343,1
0.058152126666036,0.11770727742646749,0.10126525188870499,2
0.13719741322020929,0.14328573915603973,0.11156269361640062,2
0.19456594126067364,0.14498080540991942,0.06674162989754007,2
0.08331792341238956,0.05999146071868447,-0.013648032195286024,2
-0.28166752240626997,-0.2562293403537258,-0.2915450720140944,0
-0.09709794286040413,-0.09227259459495579,-0.17880942554424487,2
-0.15712739106387244,-0.12044440273730853,-0.1508670774978859,2
-0.03930718006007561,-0.02270346514890157,-0.0344251511105719,1
-0.05580130772274704,-0.012590757291134761,-0.07465991889779591,0
-0.00011622816951555037,0.025966495247371782,-0.06280189478318429,1
-0.10820543838213036,-0.06513608589561005,-0.1368523630379928,1
0.09380769341733981,0.07198770145461922,-0.015648782602605986,1
0.1559393214516605,0.1360190178347897,-0.011537015352216086,2
-0.18480290654030096,-0.1579016872073433,-0.18904743362654777,2
0.029617638232956035,0.0596343321293938,0.029985306112812003,1
-0.03077329521127934,0.04265958642469292,-0.004456725009532358,0
-0.2165132342979494,-0.1828538949016225,-0.2626870678542905,0
-0.0776476432492616,-0.05026445321011903,-0.11855493254138359,0
-0.18073407169561137,-0.1615213153433824,-0.15786028674443772,0
-0.07782855704754874,-0.08955238188942925,-0.0959245456121701,2
-0.1776790758640267,-0.14331784878345913,-0.17863167524540657,2
-0.14272529118030414,-0.09793644874355795,-0.15736407319640586,1
-0.036040262256501934,0.05192856188889184,-0.05188496388873216,1
0.22233153396048738,0.17815524392472895,0.23793376986729603,2
-0.045586665616458674,-0.018973801476920914,-0.011297270749486839,1
0.32212005068662153,0.2563096023074115,0.2858485554635049,2
-0.049497124279245304,-0.0809391342358496,-0.05631863294869248,1
-0.07963894974488481,-0.050866554001013385,-0.08215164323397377,1
0.054725211196236814,0.05474864255123177,0.0846047829127326,2
0.26066715068110174,0.2552643515274881,0.23650410754885942,2
0.07775655488021398,0.11501118135290164,0.11328063312255769,1
-0.07603288835224062,-0.06828885872851714,-0.07811362196843083,0
-0.03939225240311108,-0.00986679095261218,-0.027743060312616186,0
-0.06278065763236398,-0.036264642762435656,-0.04138863195378353,1
-0.03769637790964826,-0.05184000731335044,-0.04629771761857997,1
0.09808173264279899,0.09913140402130183,0.07959954015631766,0
0.033396965396430896,0.0460215960035354,0.08314355309564546,2
0.11388989798350366,0.12239993459956737,0.05694292284629242,2
-0.010636049168295273,0.057227931971276805,0.04376930786993432,2
0.3507911605189536,0.29388773242173394,0.3756206461190149,2
0.08175072783118202,0.08542919243635527,0.028634939691390016,2
0.16450963858661946,0.13691661942410435,0.14022969721656733,2
-0.23842672411811094,-0.23718116030131098,-0.23203181693337588,0
-0.2468447016781081,-0.25150204342843996,-0.2202486794970212,0
-0.14729926931618997,-0.14164154173214016,-0.10018936999969276,1
-0.14177224967574673,-0.13152883158609593,-0.1539716081245428,0
-0.12007523644574078,-0.10269923847176553,-0.07998145631650883,1
-0.23015222476458333,-0.19156729626065266,-0.19399601507687364,2
-0.005533108387178642,-0.04645470583680393,-0.09049978200964444,1
0.08218032603640286,0.06994093650296557,0.04436850151309923,2
0.1839805214787231,0.11869511342019913,0.15458312980564015,2
-0.12998829104091075,-0.13962580868201416,-0.14724614280486573,2
-0.14562853542417326,-0.18609054969026875,-0.19718354896547988,0
0.1432787938526108,0.1231606876674749,0.13116272449897548,1
-0.23679577916464864,-0.21962168116356423,-0.2284454668307616,0
0.006668069131530985,0.030152964489640985,0.04156208070882549,1
0.1654197008325978,0.15979450768405062,0.18993139095417377,2
0.18880493447168917,0.14672375958852707,0.18459439571444602,2
0.07566982960923609,0.08177914785005723,0.13997281804923012,0
0.30042150608063967,0.2305485427175992,0.25912342204641403,2
0.04389164896199992,0.045234187364576704,-0.013687553369149943,1
